"Parent_OrphaCode"|"OrphaCode"|"Classification"|"Root_OrphaCode"
166472|435845|"Orphanet classification of rare genetic diseases"|98053
166472|411986|"Orphanet classification of rare genetic diseases"|98053
166472|404481|"Orphanet classification of rare genetic diseases"|98053
166472|391316|"Orphanet classification of rare genetic diseases"|98053
166472|127|"Orphanet classification of rare genetic diseases"|98053
166472|352596|"Orphanet classification of rare genetic diseases"|98053
166472|352587|"Orphanet classification of rare genetic diseases"|98053
166472|352582|"Orphanet classification of rare genetic diseases"|98053
166472|209370|"Orphanet classification of rare genetic diseases"|98053
166472|199348|"Orphanet classification of rare genetic diseases"|98053
166472|182083|"Orphanet classification of rare genetic diseases"|98053
182083|309|"Orphanet classification of rare genetic diseases"|98053
182083|1934|"Orphanet classification of rare genetic diseases"|98053
182083|293181|"Orphanet classification of rare genetic diseases"|98053
182083|199343|"Orphanet classification of rare genetic diseases"|98053
182083|33069|"Orphanet classification of rare genetic diseases"|98053
166472|182079|"Orphanet classification of rare genetic diseases"|98053
182079|423655|"Orphanet classification of rare genetic diseases"|98053
182079|364063|"Orphanet classification of rare genetic diseases"|98053
182079|94083|"Orphanet classification of rare genetic diseases"|98053
182079|3175|"Orphanet classification of rare genetic diseases"|98053
182079|3451|"Orphanet classification of rare genetic diseases"|98053
182079|1934|"Orphanet classification of rare genetic diseases"|98053
166472|85294|"Orphanet classification of rare genetic diseases"|98053
166472|85279|"Orphanet classification of rare genetic diseases"|98053
166472|3095|"Orphanet classification of rare genetic diseases"|98053
166472|2076|"Orphanet classification of rare genetic diseases"|98053
166472|1947|"Orphanet classification of rare genetic diseases"|98053
166472|778|"Orphanet classification of rare genetic diseases"|98053
166472|428|"Orphanet classification of rare genetic diseases"|98053
166472|589515|"Orphanet classification of rare genetic diseases"|98053
183512|166466|"Orphanet classification of rare genetic diseases"|98053
166466|33445|"Orphanet classification of rare genetic diseases"|98053
166466|805|"Orphanet classification of rare genetic diseases"|98053
166466|3205|"Orphanet classification of rare genetic diseases"|98053
166466|744|"Orphanet classification of rare genetic diseases"|98053
166466|464|"Orphanet classification of rare genetic diseases"|98053
166466|636|"Orphanet classification of rare genetic diseases"|98053
183512|166463|"Orphanet classification of rare genetic diseases"|98053
166463|599373|"Orphanet classification of rare genetic diseases"|98053
166463|99989|"Orphanet classification of rare genetic diseases"|98053
166463|163696|"Orphanet classification of rare genetic diseases"|98053
166463|163681|"Orphanet classification of rare genetic diseases"|98053
166463|99807|"Orphanet classification of rare genetic diseases"|98053
166463|98260|"Orphanet classification of rare genetic diseases"|98053
98260|98261|"Orphanet classification of rare genetic diseases"|98053
98260|86814|"Orphanet classification of rare genetic diseases"|98053
98260|309|"Orphanet classification of rare genetic diseases"|98053
166463|98259|"Orphanet classification of rare genetic diseases"|98053
98259|86911|"Orphanet classification of rare genetic diseases"|98053
98259|289266|"Orphanet classification of rare genetic diseases"|98053
98259|163727|"Orphanet classification of rare genetic diseases"|98053
98259|163721|"Orphanet classification of rare genetic diseases"|98053
98259|163708|"Orphanet classification of rare genetic diseases"|98053
98259|98818|"Orphanet classification of rare genetic diseases"|98053
98259|98261|"Orphanet classification of rare genetic diseases"|98053
98259|25968|"Orphanet classification of rare genetic diseases"|98053
25968|98816|"Orphanet classification of rare genetic diseases"|98053
25968|98815|"Orphanet classification of rare genetic diseases"|98053
98259|725|"Orphanet classification of rare genetic diseases"|98053
98259|309|"Orphanet classification of rare genetic diseases"|98053
98259|1942|"Orphanet classification of rare genetic diseases"|98053
98259|2382|"Orphanet classification of rare genetic diseases"|98053
98259|166412|"Orphanet classification of rare genetic diseases"|98053
166463|98258|"Orphanet classification of rare genetic diseases"|98053
98258|544254|"Orphanet classification of rare genetic diseases"|98053
98258|442835|"Orphanet classification of rare genetic diseases"|98053
98258|391316|"Orphanet classification of rare genetic diseases"|98053
98258|352596|"Orphanet classification of rare genetic diseases"|98053
98258|352582|"Orphanet classification of rare genetic diseases"|98053
98258|166311|"Orphanet classification of rare genetic diseases"|98053
166311|166308|"Orphanet classification of rare genetic diseases"|98053
166311|166305|"Orphanet classification of rare genetic diseases"|98053
166311|166295|"Orphanet classification of rare genetic diseases"|98053
166295|166302|"Orphanet classification of rare genetic diseases"|98053
166295|166299|"Orphanet classification of rare genetic diseases"|98053
166311|140927|"Orphanet classification of rare genetic diseases"|98053
166311|31709|"Orphanet classification of rare genetic diseases"|98053
166311|306|"Orphanet classification of rare genetic diseases"|98053
166311|569|"Orphanet classification of rare genetic diseases"|98053
98258|86913|"Orphanet classification of rare genetic diseases"|98053
98258|86909|"Orphanet classification of rare genetic diseases"|98053
98258|36387|"Orphanet classification of rare genetic diseases"|98053
98258|33069|"Orphanet classification of rare genetic diseases"|98053
98258|3451|"Orphanet classification of rare genetic diseases"|98053
166463|98257|"Orphanet classification of rare genetic diseases"|98053
98257|442835|"Orphanet classification of rare genetic diseases"|98053
98257|353217|"Orphanet classification of rare genetic diseases"|98053
98257|293181|"Orphanet classification of rare genetic diseases"|98053
98257|209370|"Orphanet classification of rare genetic diseases"|98053
98257|1949|"Orphanet classification of rare genetic diseases"|98053
98257|1935|"Orphanet classification of rare genetic diseases"|98053
98257|1934|"Orphanet classification of rare genetic diseases"|98053
166463|79134|"Orphanet classification of rare genetic diseases"|98053
166463|1192|"Orphanet classification of rare genetic diseases"|98053
166463|2836|"Orphanet classification of rare genetic diseases"|98053
166463|2804|"Orphanet classification of rare genetic diseases"|98053
166463|2574|"Orphanet classification of rare genetic diseases"|98053
166463|1647|"Orphanet classification of rare genetic diseases"|98053
166463|1951|"Orphanet classification of rare genetic diseases"|98053
166463|3173|"Orphanet classification of rare genetic diseases"|98053
183512|166469|"Orphanet classification of rare genetic diseases"|98053
166469|261537|"Orphanet classification of rare genetic diseases"|98053
166469|228402|"Orphanet classification of rare genetic diseases"|98053
166469|495818|"Orphanet classification of rare genetic diseases"|98053
166469|96147|"Orphanet classification of rare genetic diseases"|98053
166469|199318|"Orphanet classification of rare genetic diseases"|98053
166469|72|"Orphanet classification of rare genetic diseases"|98053
166469|228384|"Orphanet classification of rare genetic diseases"|98053
166469|217377|"Orphanet classification of rare genetic diseases"|98053
166469|531|"Orphanet classification of rare genetic diseases"|98053
166469|1606|"Orphanet classification of rare genetic diseases"|98053
166469|1440|"Orphanet classification of rare genetic diseases"|98053
166469|3306|"Orphanet classification of rare genetic diseases"|98053
166469|1444|"Orphanet classification of rare genetic diseases"|98053
166469|884|"Orphanet classification of rare genetic diseases"|98053
166469|280|"Orphanet classification of rare genetic diseases"|98053
166469|908|"Orphanet classification of rare genetic diseases"|98053
183512|166481|"Orphanet classification of rare genetic diseases"|98053
166481|371071|"Orphanet classification of rare genetic diseases"|98053
371071|466926|"Orphanet classification of rare genetic diseases"|98053
371071|488635|"Orphanet classification of rare genetic diseases"|98053
371071|79321|"Orphanet classification of rare genetic diseases"|98053
371071|79320|"Orphanet classification of rare genetic diseases"|98053
371071|79318|"Orphanet classification of rare genetic diseases"|98053
371071|588|"Orphanet classification of rare genetic diseases"|98053
371071|899|"Orphanet classification of rare genetic diseases"|98053
371071|272|"Orphanet classification of rare genetic diseases"|98053
371071|3474|"Orphanet classification of rare genetic diseases"|98053
371071|370943|"Orphanet classification of rare genetic diseases"|98053
371071|370933|"Orphanet classification of rare genetic diseases"|98053
371071|370927|"Orphanet classification of rare genetic diseases"|98053
371071|370924|"Orphanet classification of rare genetic diseases"|98053
371071|370921|"Orphanet classification of rare genetic diseases"|98053
371071|357058|"Orphanet classification of rare genetic diseases"|98053
371071|356961|"Orphanet classification of rare genetic diseases"|98053
371071|329178|"Orphanet classification of rare genetic diseases"|98053
371071|324422|"Orphanet classification of rare genetic diseases"|98053
371071|300496|"Orphanet classification of rare genetic diseases"|98053
371071|280633|"Orphanet classification of rare genetic diseases"|98053
371071|280071|"Orphanet classification of rare genetic diseases"|98053
371071|263501|"Orphanet classification of rare genetic diseases"|98053
371071|244310|"Orphanet classification of rare genetic diseases"|98053
371071|238459|"Orphanet classification of rare genetic diseases"|98053
371071|99843|"Orphanet classification of rare genetic diseases"|98053
371071|95428|"Orphanet classification of rare genetic diseases"|98053
