"OrphaCode"|"AverageAgeOfOnset"|"AverageAgeOfDeath"|"InheritanceTypes"
2301|"Infancy, Neonatal"|"infantile"|"Autosomal recessive, X-linked recessive"
469|"All ages"|"normal life expectancy"|"Autosomal recessive"
2308|"Antenatal"|"any age"|"Not applicable, Unknown"
2318|"Infancy, Neonatal"|""|"Autosomal recessive"
2253|"Adult"|"normal life expectancy"|"Autosomal dominant"
2300|"Neonatal"|"early childhood, infantile"|"Autosomal recessive"
180226|"Adolescent, Childhood"|"adolescent, young Adult"|"Not applicable"
502|"Childhood, Infancy, Neonatal"|""|"Autosomal dominant"
180229|"Adolescent, Adult"|""|"Not applicable"
2370|"Neonatal"|"No data available"|""
477|"Neonatal"|"any age"|"Autosomal dominant, Autosomal recessive, Not applicable"
2346|"Adolescent, Childhood, Infancy"|""|"Autosomal dominant, Not applicable"
180247|"Adult, Elderly"|""|""
506|"All ages"|"any age"|"Autosomal recessive, Mitochondrial inheritance, X-linked recessive"
2430|"Neonatal"|""|""
2414|"Neonatal"|""|"Autosomal recessive"
2373|"Infancy, Neonatal"|""|""
180234|"Adolescent, Adult, Childhood"|""|"Not applicable"
2377|"Neonatal"|""|"Autosomal recessive"
2374|"Neonatal"|""|""
180242|"Adult, Elderly"|""|"Not applicable"
2466|"Neonatal"|"No data available"|"X-linked recessive"
180275|"Adult"|""|""
560|"Neonatal"|""|"Autosomal dominant, Autosomal recessive"
587|"Adult"|""|"Autosomal dominant"
570|"Antenatal, Neonatal"|"infantile, normal life expectancy"|"Autosomal dominant"
1505|"Antenatal, Neonatal"|"early childhood"|"Autosomal recessive"
180261|"Adult"|""|""
2444|"Adolescent, Adult, Antenatal, Neonatal"|"No data available"|"Not applicable"
612|"Childhood"|"normal life expectancy"|"Autosomal dominant"
179494|""|""|"Autosomal recessive"
716|"Infancy"|"normal life expectancy"|"Autosomal recessive"
287|"Childhood, Infancy, Neonatal"|"adolescent, adult, late childhood, young Adult"|"Autosomal dominant"
1020|"Adult"|"adult"|"Autosomal dominant"
63|"Adolescent, Adult, Childhood, Elderly"|"No data available"|"Autosomal dominant, Autosomal recessive, X-linked dominant"
54|"Infancy, Neonatal"|"normal life expectancy"|"X-linked recessive"
154|"All ages"|"any age"|"Autosomal dominant, Autosomal recessive, Mitochondrial inheritance, X-linked recessive"
84|"Childhood"|""|"Autosomal recessive, X-linked recessive"
70|"All ages"|"any age"|"Autosomal recessive"
69|"All ages"|""|""
180176|""|""|"Not applicable"
191|"All ages"|"any age"|"Autosomal recessive"
166|"All ages"|"normal life expectancy"|"Autosomal dominant, Autosomal recessive, X-linked dominant, X-linked recessive"
834|"Infancy, Neonatal"|""|"Autosomal recessive"
3135|"Adolescent"|""|"Autosomal dominant"
799|"All ages"|"any age"|"Autosomal dominant, Autosomal recessive"
3151|"Childhood"|"No data available"|"Unknown"
178566|"Adult"|""|"Not applicable"
813|"Antenatal, Neonatal"|"normal life expectancy"|"Autosomal dominant, Not applicable"
3169|"Antenatal, Neonatal"|""|"Not applicable"
816|"Infancy, Neonatal"|"any age"|"Autosomal recessive"
821|"Antenatal, Neonatal"|"normal life expectancy"|"Autosomal dominant, Autosomal recessive"
3173|"Neonatal"|"No data available"|""
3204|"All ages"|"normal life expectancy"|"Autosomal dominant"
3205|"Neonatal"|"No data available"|"Not applicable"
3320|"Antenatal, Neonatal"|""|"Autosomal recessive"
3346|"Antenatal, Neonatal"|"early childhood"|"Not applicable"
858|"Antenatal, Infancy, Neonatal"|"embryofetal, normal life expectancy, stillbirth"|"Not applicable"
887|"Neonatal"|"No data available"|"Not applicable"
291|"Antenatal, Neonatal"|""|"Not applicable"
909|"Infancy, Neonatal"|"adult"|"Autosomal recessive"
3447|"Antenatal, Neonatal"|"No data available"|"Autosomal dominant, Not applicable"
1422|"Antenatal, Neonatal"|"No data available"|"Autosomal recessive"
178478|"Infancy, Neonatal"|"early childhood"|""
178481|"All ages"|"any age"|""
178469|""|""|"Autosomal dominant"
178475|"All ages"|""|""
178461|"Adult"|"adult, elderly"|"X-linked recessive"
178464|"Adult"|"normal life expectancy"|"Autosomal dominant"
178396|"Adolescent"|""|"Autosomal dominant, Not applicable"
178400|"Adolescent, Adult"|"No data available"|""
178382|"Infancy, Neonatal"|""|"Autosomal dominant"
178389|"Infancy, Neonatal"|""|"Autosomal recessive"
62|"Adolescent, Childhood"|"No data available"|"Autosomal recessive"
178364|"Antenatal, Neonatal"|""|"Autosomal dominant"
715|"Adolescent, Adult"|"normal life expectancy"|"Autosomal recessive, X-linked recessive"
178377|"Infancy, Neonatal"|"No data available"|"Autosomal dominant"
348|"All ages"|"normal life expectancy"|"Autosomal recessive"
178345|"Adolescent, Childhood"|"normal life expectancy"|"Autosomal dominant"
178355|"Childhood"|""|"Autosomal recessive"
178338|"Infancy"|""|"Autosomal recessive"
3137|"Adult, Childhood, Infancy"|"any age"|"Autosomal recessive"
117|"Adolescent, Adult, Childhood"|"adult"|"Multigenic/multifactorial"
732|"Adult, Elderly"|"adult"|"Not applicable"
221|"All ages"|"any age"|"Not applicable"
598|"Antenatal, Childhood, Infancy, Neonatal"|"No data available"|"Autosomal dominant, Autosomal recessive"
204|"Adult, Elderly"|"adult, elderly"|"Not applicable"
178517|"Adult"|""|"Not applicable"
178512|"Adult"|""|"Not applicable"
178509|"Adult"|""|"Autosomal dominant"
178506|""|""|"Autosomal recessive"
611|"Adult, Elderly"|"normal life expectancy"|"Not applicable"
178487|"Adult"|"adult"|""
177926|""|""|"X-linked recessive"
581|"Childhood"|""|"Autosomal recessive"
177929|""|""|"X-linked recessive"
685|"All ages"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
666|"All ages"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
178029|"Childhood"|"normal life expectancy"|"Autosomal dominant, Autosomal recessive, X-linked dominant"
177901|""|""|"Autosomal dominant"
423|"All ages"|"any age"|"Autosomal dominant"
177904|""|""|"Autosomal dominant"
418|""|""|"Autosomal recessive"
216|"All ages"|"any age"|"Autosomal dominant, Autosomal recessive"
364|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
355|"All ages"|""|"Autosomal recessive"
388|"Childhood, Infancy, Neonatal"|"any age"|"Autosomal dominant, Autosomal recessive, Multigenic/multifactorial, Not applicable"
448|"Antenatal, Infancy, Neonatal"|""|"X-linked recessive"
304|"Adolescent, Childhood, Infancy, Neonatal"|"adolescent, early childhood, infantile, late childhood, normal life expectancy, stillbirth"|"Autosomal dominant, Autosomal recessive"
174590|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
354|"Childhood"|"any age"|"Autosomal recessive"
178320|""|""|"Not applicable"
178333|"Infancy, Neonatal"|"normal life expectancy"|"X-linked recessive"
760|"Adolescent, Childhood, Infancy"|"adolescent, adult, early childhood, infantile, late childhood, young Adult"|"Autosomal recessive"
270|"Adult, Elderly"|"elderly, normal life expectancy"|"Autosomal dominant, Autosomal recessive"
178303|"Infancy, Neonatal"|""|"Not applicable, Unknown"
244|"Neonatal"|"No data available"|"Autosomal dominant, Autosomal recessive, X-linked recessive"
178307|"Adolescent, Adult, Childhood"|"normal life expectancy"|"Autosomal dominant"
589|"All ages"|"normal life expectancy"|"Multigenic/multifactorial, Not applicable"
805|"All ages"|"any age"|"Autosomal dominant"
886|"Childhood, Infancy, Neonatal"|"normal life expectancy"|"Autosomal recessive"
3440|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant, Autosomal recessive"
702|"All ages"|""|"X-linked dominant, X-linked recessive"
738|"All ages"|"No data available"|"Autosomal dominant, Autosomal recessive"
768|"Adolescent, Adult, Childhood"|""|"Autosomal dominant, Autosomal recessive"
791|"Adolescent, Adult, Childhood"|"normal life expectancy"|"Autosomal dominant, Autosomal recessive, Mitochondrial inheritance, X-linked recessive"
375|"Adolescent, Adult, Elderly"|""|"Not applicable"
183|"Adolescent, Adult, Elderly"|"adolescent, adult, elderly, young Adult"|"Not applicable"
1164|"Childhood"|"No data available"|"Not applicable"
2406|"All ages"|""|"Not applicable"
509|"All ages"|"normal life expectancy"|"Not applicable"
761|"Childhood"|"any age"|"Not applicable"
2131|"Infancy, Neonatal"|"any age"|"Autosomal dominant, Not applicable"
713|"Adolescent, Adult, Childhood"|"No data available"|"X-linked recessive"
57|"Neonatal"|""|"Autosomal recessive"
249|"Adolescent, Adult, Childhood"|"normal life expectancy"|"Not applicable"
2334|"Childhood"|"normal life expectancy"|"Autosomal dominant"
755|"Neonatal"|"normal life expectancy"|""
187|"Adult, Neonatal"|"adult, infantile"|"Autosomal recessive"
46|"Childhood, Infancy, Neonatal"|"No data available"|"Autosomal recessive"
442|"Antenatal, Neonatal"|"normal life expectancy"|"Autosomal recessive"
43|"Adolescent, Adult, Childhood, Elderly"|""|"X-linked dominant"
3166|"Infancy"|"No data available"|"Autosomal dominant"
2882|"All ages"|"No data available"|"Autosomal recessive"
810|"All ages"|""|"Not applicable"
3165|"Adult"|"normal life expectancy"|"Unknown"
2420|"Adult, Elderly"|"normal life expectancy"|"Not applicable"
727|"Adult, Childhood"|"adult"|"Not applicable"
900|"Adolescent, Adult, Childhood, Elderly"|"adult, elderly, young Adult"|"Not applicable"
863|"All ages"|"any age"|"Not applicable"
171695|"Adolescent, Adult"|""|"Autosomal recessive"
134|"Childhood, Infancy, Neonatal"|"early childhood, late childhood, normal life expectancy"|"Autosomal recessive"
171700|"Adult"|""|"Multigenic/multifactorial"
171703|"Antenatal, Neonatal"|"early childhood"|"Autosomal recessive"
171706|""|""|"Autosomal recessive"
171709|"Adult"|""|"Autosomal recessive"
171719|"Infancy, Neonatal"|"infantile"|""
1163|"All ages"|""|"Not applicable"
171723|""|""|"Autosomal dominant"
3467|"All ages"|"normal life expectancy"|"Autosomal recessive"
171673|""|""|"Not applicable"
511|"Childhood, Infancy, Neonatal"|"early childhood, infantile, late childhood"|"Autosomal recessive"
171680|"Antenatal, Neonatal"|""|"Autosomal dominant, Not applicable"
32|"Neonatal"|""|"Autosomal recessive"
26|"All ages"|""|"Autosomal recessive, X-linked recessive"
171863|"Adolescent, Adult, Childhood"|"normal life expectancy"|"Autosomal dominant"
171860|"Childhood"|"No data available"|"Autosomal recessive"
171871|"Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant"
322|"Antenatal, Neonatal"|""|"Multigenic/multifactorial"
171866|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
2368|"Antenatal"|"normal life expectancy"|"Not applicable"
171881|"Childhood, Infancy, Neonatal"|""|"Autosomal dominant"
2512|"Antenatal, Neonatal"|""|"Autosomal recessive"
171876|"Infancy, Neonatal"|""|"Autosomal recessive"
795|"All ages"|""|"Not applicable"
797|"Adolescent, Adult, Childhood, Elderly"|"adult, elderly"|"Multigenic/multifactorial"
92|"Childhood"|""|""
171829|""|""|"Unknown"
1201|"Antenatal"|"any age"|"Autosomal recessive, Not applicable, Unknown"
171844|"Adolescent, Childhood"|"normal life expectancy"|"Autosomal dominant"
171839|"Neonatal"|"No data available"|""
1202|"All ages"|""|"Autosomal dominant"
1199|"Neonatal"|""|"Not applicable"
171851|""|""|"Autosomal recessive"
171848|"Childhood"|""|"Autosomal recessive"
1304|"All ages"|"any age"|"Not applicable"
173|"All ages"|"any age"|"Not applicable"
3303|"Antenatal, Neonatal"|""|"Autosomal dominant, Multigenic/multifactorial"
200418|""|""|"Autosomal recessive"
730|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
486|"Infancy, Neonatal"|"any age"|"Autosomal dominant"
1209|"Antenatal, Neonatal"|""|"Not applicable"
98|"Adolescent, Adult, Childhood, Infancy"|"adult, elderly"|"Autosomal recessive"
1478|"Adolescent, Adult, Childhood, Elderly"|""|"Not applicable"
330|"All ages"|"normal life expectancy"|"Autosomal recessive"
1482|"All ages"|"normal life expectancy"|""
1959|"Adult, Childhood"|""|"Not applicable"
284|"Adult, Elderly"|"adult, elderly"|"Not applicable"
1177|"Adolescent, Adult, Childhood"|"adult"|"Autosomal recessive"
828|"Childhood, Infancy, Neonatal"|"normal life expectancy"|"Autosomal dominant, Autosomal recessive"
1431|"Childhood"|""|"Autosomal dominant, Not applicable"
293|"Antenatal, Neonatal"|""|"Not applicable"
199340|"Adolescent, Childhood"|""|"Autosomal dominant"
199337|"Infancy, Neonatal"|""|"Autosomal recessive"
234|"Adolescent, Adult"|"normal life expectancy"|"Autosomal recessive"
199348|"Adolescent"|""|"Autosomal recessive"
3287|"Adolescent, Adult"|"adult"|"Not applicable"
199343|"Infancy, Neonatal"|""|"Autosomal recessive"
2800|"Adult, Elderly"|"adult, elderly"|""
199326|"Infancy, Neonatal"|"any age"|"Autosomal dominant"
1928|"Adult, Childhood, Infancy, Neonatal"|"normal life expectancy"|"Not applicable"
199332|"Infancy, Neonatal"|"early childhood"|"Autosomal recessive"
199329|"Infancy, Neonatal"|"No data available"|"Autosomal recessive"
2665|"Infancy, Neonatal"|""|""
3463|"Adolescent, Adult, Childhood"|"adult"|"Autosomal recessive"
199642|"Antenatal, Neonatal"|""|""
549|"All ages"|""|"Not applicable"
704|"Adult, Childhood, Elderly"|""|"Not applicable"
199354|"Adolescent, Adult"|"adult"|"Autosomal recessive"
199351|"Adolescent, Adult"|""|"Autosomal recessive"
356|"Adult"|"adult, elderly"|"Autosomal dominant, Not applicable"
466|"Adult"|""|"Autosomal dominant"
199293|"Antenatal, Infancy, Neonatal"|""|""
3452|"No data available"|"No data available"|"Not applicable"
199282|"All ages"|""|"Not applicable"
199285|""|""|"Autosomal dominant"
2331|"Adolescent, Adult, Childhood, Infancy"|"normal life expectancy"|"Multigenic/multifactorial"
2102|"Infancy, Neonatal"|""|"Autosomal recessive"
3002|"All ages"|"any age"|"Not applicable"
199267|"Childhood, Infancy, Neonatal"|""|""
199315|"Infancy, Neonatal"|""|"Autosomal dominant"
2040|"Childhood"|"No data available"|"Not applicable"
199318|"Childhood"|""|"Autosomal dominant, Not applicable"
199310|"Infancy, Neonatal"|""|"Not applicable, Unknown"
2357|"All ages"|"normal life expectancy"|"Unknown"
274|"All ages"|"normal life expectancy"|"Autosomal dominant, Autosomal recessive"
1195|"Childhood, Infancy"|""|"Autosomal recessive"
199302|"Infancy, Neonatal"|""|"Multigenic/multifactorial"
199306|"Infancy, Neonatal"|""|"Multigenic/multifactorial"
926|"All ages"|""|"Autosomal recessive"
3020|"All ages"|"normal life expectancy"|"Not applicable"
199296|"Neonatal"|"infantile"|"Autosomal recessive"
1531|"Infancy, Neonatal"|"No data available"|"Autosomal dominant, Autosomal recessive, Not applicable, Unknown, X-linked recessive"
199299|"Adult"|""|"Not applicable"
1675|"All ages"|"normal life expectancy"|""
189427|"All ages"|"any age"|"Autosomal dominant, Not applicable"
976|"Adolescent, Adult, Childhood, Elderly, Infancy"|"normal life expectancy"|"Autosomal recessive"
3129|"All ages"|"normal life expectancy"|"Autosomal recessive"
415|"Adolescent, Adult, Childhood, Infancy, Neonatal"|"any age"|"Autosomal recessive"
13|"Infancy, Neonatal"|"any age"|"Autosomal recessive"
2494|"Adolescent, Adult, Childhood"|"adult, elderly"|"Autosomal dominant, Not applicable, Unknown"
171|"Adolescent, Adult, Childhood, Elderly"|"adult, elderly, young Adult"|"Multigenic/multifactorial"
199251|"Adult"|""|""
199247|""|""|"Semi-dominant"
199241|"All ages"|"any age"|"Autosomal dominant, Autosomal recessive, Not applicable"
2134|"All ages"|"any age"|"Autosomal dominant, Autosomal recessive, Not applicable"
189466|""|""|"Autosomal dominant, Autosomal recessive"
17|"Infancy, Neonatal"|"infantile"|"Autosomal recessive"
189439|"All ages"|"any age"|"Autosomal dominant"
3006|"Antenatal, Infancy, Neonatal"|"any age, normal life expectancy"|"Autosomal recessive"
780|"Childhood"|""|"Multigenic/multifactorial"
3111|"All ages"|"normal life expectancy"|"Autosomal recessive"
2382|"Childhood, Infancy"|""|"Autosomal dominant, Multigenic/multifactorial, Not applicable"
2806|"All ages"|"any age"|"Not applicable"
2467|"All ages"|"any age"|"Not applicable"
1934|"Neonatal"|"early childhood"|"Autosomal dominant, Autosomal recessive, Not applicable, X-linked recessive"
845|"All ages"|"any age"|"Autosomal recessive"
1942|"Childhood"|""|"Unknown"
1935|"Infancy, Neonatal"|"early childhood"|"Autosomal dominant, Autosomal recessive"
1943|"Childhood"|"No data available"|"Unknown"
3451|"Childhood, Infancy, Neonatal"|"No data available"|"Autosomal dominant, Autosomal recessive, X-linked recessive"
3299|"All ages"|"any age"|""
2302|"All ages"|"any age"|""
770|"All ages"|"any age"|"Not applicable"
3386|"All ages"|"any age"|"Not applicable"
267|"Adolescent, Adult, Childhood"|"normal life expectancy"|"Autosomal recessive"
1329|"Infancy, Neonatal"|""|"Not applicable"
582|"Childhood, Infancy"|""|"Autosomal recessive"
2137|"Adolescent, Adult, Childhood, Elderly"|""|"Not applicable"
186|"Adolescent, Adult, Elderly"|""|"Multigenic/multifactorial, Unknown"
1136|"Childhood"|"No data available"|"Not applicable"
397|"Adult"|"normal life expectancy"|"Multigenic/multifactorial"
2932|"Adolescent, Adult, Childhood, Elderly"|"normal life expectancy"|"Not applicable"
2398|"Adolescent, Adult, Childhood, Elderly"|"elderly"|"Autosomal dominant, Autosomal recessive, Mitochondrial inheritance, Not applicable"
1656|"All ages"|""|"Not applicable"
3198|"Adult"|"normal life expectancy"|"Not applicable"
2929|"Adolescent, Adult, Childhood, Infancy"|"No data available"|"Autosomal dominant"
131|"All ages"|"any age"|"Multigenic/multifactorial"
646|"All ages"|""|"Autosomal recessive"
654|"Childhood"|"any age"|"Autosomal dominant, Not applicable"
1489|"All ages"|"any age"|""
2764|"All ages"|"normal life expectancy"|"Not applicable"
2587|"All ages"|"normal life expectancy"|""
3389|"All ages"|"normal life expectancy"|"Not applicable"
1679|"All ages"|"any age"|""
1267|"All ages"|"any age"|"Not applicable"
2897|"All ages"|"normal life expectancy"|"Autosomal dominant, Not applicable"
