"OrphaCode"|"Name"|"Group"|"Type"|"OMIM"
169346|"DNA repair defect other than combined T-cell and B-cell immunodeficiencies"|"Group of disorders"|"Category"|
169355|"Immunodeficiency syndrome with autoimmunity"|"Group of disorders"|"Category"|
610|"Bethlem myopathy"|"Disorder"|"Disease"|616471
169186|"Autosomal recessive centronuclear myopathy"|"Disorder"|"Disease"|615959
464|"Incontinentia pigmenti"|"Disorder"|"Malformation syndrome"|308300
3307|"Tetrasomy 18p"|"Disorder"|"Malformation syndrome"|614290
169163|"Familial scaphocephaly syndrome"|"Group of disorders"|"Category"|
169189|"Autosomal dominant centronuclear myopathy"|"Disorder"|"Disease"|614408
44|"Neonatal adrenoleukodystrophy"|"Disorder"|"Disease"|617370
56|"Alkaptonuria"|"Disorder"|"Disease"|203500
963|"Acromegaly"|"Disorder"|"Disease"|300943
1059|"Blue rubber bleb nevus"|"Disorder"|"Malformation syndrome"|112200
1006|"Alopecia antibody deficiency"|"Disorder"|"Disease"|
1046|"Lethal hemolytic anemia-genital anomalies syndrome"|"Disorder"|"Malformation syndrome"|600461
22|"Succinic semialdehyde dehydrogenase deficiency"|"Disorder"|"Disease"|271980
29|"Mevalonic aciduria"|"Subtype of disorder"|"Clinical subtype"|610377
245|"Nager syndrome"|"Disorder"|"Malformation syndrome"|154400
30|"Hereditary orotic aciduria"|"Disorder"|"Disease"|258900
36|"Acrocallosal syndrome"|"Disorder"|"Malformation syndrome"|200990
915|"Aarskog-Scott syndrome"|"Disorder"|"Malformation syndrome"|305400
2614|"Nail-patella syndrome"|"Disorder"|"Malformation syndrome"|161200
33|"Isovaleric acidemia"|"Disorder"|"Disease"|243500
168194|"Rare cardiac tumor"|"Group of disorders"|"Category"|
819|"Smith-Magenis syndrome"|"Disorder"|"Malformation syndrome"|182290
3085|"Retinitis pigmentosa-intellectual disability-deafness-hypogonadism syndrome"|"Disorder"|"Malformation syndrome"|268020
9|"Tetrasomy X"|"Disorder"|"Malformation syndrome"|
168615|"Hereditary persistence of alpha-fetoprotein"|"Disorder"|"Biological anomaly"|615970
168612|"Congenital deficiency in alpha-fetoprotein"|"Disorder"|"Biological anomaly"|615969
1442|"Ring chromosome 18 syndrome"|"Disorder"|"Malformation syndrome"|
168621|"Dysplasia of head of femur, Meyer type"|"Disorder"|"Disease"|
1452|"Cleidocranial dysplasia"|"Disorder"|"Malformation syndrome"|216330
1455|"Autosomal dominant coarctation of aorta"|"Subtype of disorder"|"Clinical subtype"|
168629|"Autosomal thrombocytopenia with normal platelets"|"Subtype of disorder"|"Etiological subtype"|612004
168624|"Familial scaphocephaly syndrome, McGillivray type"|"Disorder"|"Malformation syndrome"|609579
193|"Cohen syndrome"|"Disorder"|"Malformation syndrome"|216550
168778|"Rare pervasive developmental disorder"|"Group of disorders"|"Category"|
1488|"Cooper-Jabs syndrome"|"Disorder"|"Malformation syndrome"|209770
200|"Isolated corpus callosum agenesis"|"Disorder"|"Morphological anomaly"|
168632|"Generalized basaloid follicular hamartoma syndrome"|"Disorder"|"Disease"|605827
1334|"Chronic mucocutaneous candidiasis"|"Disorder"|"Disease"|616445
168583|"Hereditary North American Indian childhood cirrhosis"|"Subtype of disorder"|"Clinical subtype"|604901
1369|"Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome"|"Disorder"|"Disease"|615418
168577|"Hereditary cryohydrocytosis with reduced stomatin"|"Disorder"|"Disease"|608885
168593|"Sudden infant death-dysgenesis of the testes syndrome"|"Disorder"|"Malformation syndrome"|608800
1406|"Charlie M syndrome"|"Disorder"|"Malformation syndrome"|
168588|"Hyperandrogenism due to cortisone reductase deficiency"|"Disorder"|"Malformation syndrome"|614662
168601|"Congenital enteropathy due to enteropeptidase deficiency"|"Disorder"|"Disease"|226200
1414|"Cholestasis-lymphedema syndrome"|"Disorder"|"Disease"|214900
168598|"Brain demyelination due to methionine adenosyltransferase deficiency"|"Disorder"|"Disease"|250850
168606|"Seborrhea-like dermatitis with psoriasiform elements"|"Disorder"|"Disease"|610227
168549|"Axial spondylometaphyseal dysplasia"|"Disorder"|"Disease"|602271
168552|"Spondylometaphyseal dysplasia-bowed forearms-facial dysmorphism syndrome"|"Disorder"|"Disease"|607543
1154|"Arthrogryposis-oculomotor limitation-electroretinal anomalies syndrome"|"Disorder"|"Malformation syndrome"|108145
168555|"Spondylometaphyseal dysplasia, A4 type"|"Disorder"|"Disease"|609052
168558|"46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency"|"Disorder"|"Disease"|613743
168563|"46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome"|"Disorder"|"Malformation syndrome"|607080
124|"Blackfan-Diamond anemia"|"Disorder"|"Disease"|617408
168566|"Fatal mitochondrial disease due to combined oxidative phosphorylation defect type 3"|"Disorder"|"Disease"|610505
1310|"Caffey disease"|"Disorder"|"Malformation syndrome"|114000
168569|"H syndrome"|"Disorder"|"Malformation syndrome"|602782
168572|"Native American myopathy"|"Disorder"|"Malformation syndrome"|255995
125|"Bloom syndrome"|"Disorder"|"Disease"|210900
90|"Argininemia"|"Disorder"|"Disease"|207800
168443|"Spondyloepimetaphyseal dysplasia-hypotrichosis syndrome"|"Disorder"|"Disease"|183849
1065|"Aniridia-cerebellar ataxia-intellectual disability syndrome"|"Disorder"|"Malformation syndrome"|206700
168451|"Spondyloepimetaphyseal dysplasia-abnormal dentition syndrome"|"Disorder"|"Disease"|601668
1135|"Arrhinia-choanal atresia-microphthalmia syndrome"|"Disorder"|"Malformation syndrome"|603457
168454|"Spondyloepimetaphyseal dysplasia, Geneviève type"|"Disorder"|"Disease"|610442
1146|"Distal arthrogryposis type 1"|"Disorder"|"Malformation syndrome"|619110
1143|"Neurogenic arthrogryposis multiplex congenita"|"Disorder"|"Disease"|208100
168486|"Congenital neuronal ceroid lipofuscinosis"|"Disorder"|"Disease"|610127
168491|"Late infantile neuronal ceroid lipofuscinosis"|"Disorder"|"Disease"|256730
168544|"Spondylometaphyseal dysplasia, Golden type"|"Disorder"|"Disease"|313420
1147|"Sheldon-Hall syndrome"|"Disorder"|"Malformation syndrome"|601680
246|"Postaxial acrofacial dysostosis"|"Disorder"|"Malformation syndrome"|263750
1770|"XY type gonadal dysgenesis-associated anomalies syndrome"|"Disorder"|"Malformation syndrome"|233430
1775|"Dyskeratosis congenita"|"Disorder"|"Disease"|616353
1764|"Familial dysautonomia"|"Disorder"|"Disease"|223900
235|"Dubowitz syndrome"|"Disorder"|"Malformation syndrome"|223370
239|"Dyggve-Melchior-Clausen disease"|"Disorder"|"Disease"|304950
167762|"Rare disease with dentinogenesis imperfecta"|"Group of disorders"|"Category"|
1672|"Diencephalic syndrome"|"Disorder"|"Disease"|
167759|"Hereditary dentin defect"|"Group of disorders"|"Category"|
833|"Encephalopathy due to sulfite oxidase deficiency"|"Disorder"|"Disease"|615501
167714|"Unclassified acute myeloid leukemia"|"Group of disorders"|"Category"|601626
167635|"Scleromyxedema"|"Disorder"|"Disease"|
765|"Pyruvate dehydrogenase deficiency"|"Disorder"|"Disease"|614111
395|"Homocystinuria due to methylene tetrahydrofolate reductase deficiency"|"Disorder"|"Disease"|236250
408|"Isolated glycerol kinase deficiency"|"Disorder"|"Disease"|307030
148|"Multiple carboxylase deficiency"|"Group of disorders"|"Clinical group"|
147|"Carbamoyl-phosphate synthetase 1 deficiency"|"Disorder"|"Disease"|237300
23|"Argininosuccinic aciduria"|"Disorder"|"Disease"|207900
45|"Adenosine monophosphate deaminase deficiency"|"Disorder"|"Disease"|615511
166775|"Rare hemorrhagic disorder due to an acquired coagulation factor defect"|"Group of disorders"|"Category"|
226|"Dihydropteridine reductase deficiency"|"Subtype of disorder"|"Clinical subtype"|261630
217|"Isolated Dandy-Walker malformation"|"Disorder"|"Morphological anomaly"|220200
1556|"Cutis marmorata telangiectatica congenita"|"Disorder"|"Malformation syndrome"|219250
1538|"Craniosynostosis-Dandy-Walker malformation-hydrocephalus syndrome"|"Disorder"|"Malformation syndrome"|123155
1496|"Corpus callosum agenesis-neuronopathy syndrome"|"Disorder"|"Disease"|218000
417|"Neonatal severe primary hyperparathyroidism"|"Disorder"|"Disease"|239200
2233|"Hypogonadism-mitral valve prolapse-intellectual disability syndrome"|"Disorder"|"Disease"|
2248|"Hypoplastic left heart syndrome"|"Disorder"|"Morphological anomaly"|614435
446|"Neonatal hemochromatosis"|"Disorder"|"Disease"|231100
2135|"Hennekam-Beemer syndrome"|"Disorder"|"Malformation syndrome"|248910
2140|"Congenital diaphragmatic hernia"|"Disorder"|"Morphological anomaly"|610187
2185|"Congenital hydrocephalus"|"Disorder"|"Malformation syndrome"|615219
2116|"Hartnup disease"|"Disorder"|"Disease"|234500
2118|"Hawkinsinuria"|"Disorder"|"Disease"|140350
167848|"Rare cardiomyopathy"|"Group of disorders"|"Category"|
351|"Galactosialidosis"|"Disorder"|"Disease"|256540
2020|"Congenital fiber-type disproportion myopathy"|"Disorder"|"Disease"|617760
2053|"Freeman-Sheldon syndrome"|"Disorder"|"Malformation syndrome"|618436
1931|"Frontal encephalocele"|"Subtype of disorder"|"Clinical subtype"|
295|"Fetal parvovirus syndrome"|"Disorder"|"Malformation syndrome"|
1933|"Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria"|"Disorder"|"Disease"|612073
1880|"Ebstein malformation of the tricuspid valve"|"Disorder"|"Morphological anomaly"|224700
255|"Dopa-responsive dystonia"|"Group of disorders"|"Clinical group"|
1915|"Fetal alcohol syndrome"|"Disorder"|"Malformation syndrome"|
1885|"Isolated ectopia lentis"|"Disorder"|"Malformation syndrome"|225200
1851|"Multicystic dysplastic kidney"|"Disorder"|"Morphological anomaly"|
660|"Omphalocele"|"Disorder"|"Morphological anomaly"|310980
180312|"Rare vulvovaginal tumor"|"Group of disorders"|"Category"|
635|"Neuroblastoma"|"Disorder"|"Disease"|613015
2612|"Linear nevus sebaceus syndrome"|"Disorder"|"Disease"|163200
2635|"Metatropic dysplasia"|"Disorder"|"Disease"|156530
2655|"Thanatophoric dysplasia"|"Disorder"|"Disease"|187601
180303|"Rare non-malformative uterine adnexal disease"|"Group of disorders"|"Category"|
606|"Proximal myotonic myopathy"|"Disorder"|"Disease"|602668
705|"Pendred syndrome"|"Disorder"|"Malformation syndrome"|274600
180779|"Syndromic diaphragmatic or thoracic malformation"|"Group of disorders"|"Category"|
180776|"Non-syndromic diaphragmatic or thoracic malformation"|"Group of disorders"|"Category"|
2801|"Juvenile Paget disease"|"Disorder"|"Malformation syndrome"|239000
884|"Tetrasomy 12p"|"Disorder"|"Malformation syndrome"|601803
180772|"Rare disease with autism"|"Group of disorders"|"Category"|
180766|"Malformative syndrome with dentinogenesis imperfecta"|"Group of disorders"|"Category"|
2785|"Osteopetrosis with renal tubular acidosis"|"Disorder"|"Disease"|267200
2744|"Horizontal gaze palsy with progressive scoliosis"|"Disorder"|"Disease"|607313
2746|"Opsismodysplasia"|"Disorder"|"Disease"|258480
2971|"Peroxisomal acyl-CoA oxidase deficiency"|"Disorder"|"Disease"|264470
2970|"Prune belly syndrome"|"Disorder"|"Malformation syndrome"|100100
744|"Proteus syndrome"|"Disorder"|"Malformation syndrome"|176920
2903|"Familial spontaneous pneumothorax"|"Disorder"|"Disease"|173600
2901|"Neuralgic amyotrophy"|"Disorder"|"Disease"|162100
718|"Isolated Pierre Robin syndrome"|"Disorder"|"Malformation syndrome"|261800
180821|"Rare gastroesophageal tumor"|"Group of disorders"|"Category"|
180824|"Rare tumor of pancreas"|"Group of disorders"|"Category"|
181387|"Rare disorder with multisystemic involvement and congenital hypogonadotropic hypogonadism"|"Group of disorders"|"Category"|
290|"Congenital rubella syndrome"|"Disorder"|"Disease"|
3071|"Costello syndrome"|"Disorder"|"Malformation syndrome"|218040
181390|"Endocrinopathy with congenital hypogonadotropic hypogonadism as a major feature"|"Group of disorders"|"Category"|
181381|"Other rare diabetes mellitus"|"Group of disorders"|"Category"|
181384|"Rare hypothalamic or pituitary disease"|"Group of disorders"|"Category"|
181371|"Rare diabetes mellitus type 1"|"Group of disorders"|"Category"|
763|"Pycnodysostosis"|"Disorder"|"Disease"|265800
181376|"Rare diabetes mellitus type 2"|"Group of disorders"|"Category"|
2983|"Disorder of sex development-intellectual disability syndrome"|"Disorder"|"Disease"|600122
2982|"46,XX disorder of sex development"|"Group of disorders"|"Category"|
181368|"Rare insulin-resistance syndrome"|"Group of disorders"|"Category"|
180202|"Rare non-malformative breast disease"|"Group of disorders"|"Category"|
2301|"Congenital short bowel syndrome"|"Disorder"|"Morphological anomaly"|615237
180199|"Rare non-malformative gynecologic or obstetric disease"|"Group of disorders"|"Category"|
469|"Hereditary fructose intolerance"|"Disorder"|"Disease"|229600
180208|"Anomaly of puberty or/and menstrual cycle"|"Group of disorders"|"Category"|
2308|"Jacobsen syndrome"|"Disorder"|"Malformation syndrome"|147791
180205|"Rare non-malformative uterovaginal or vulvovaginal disease"|"Group of disorders"|"Category"|
2318|"Joubert syndrome with oculorenal defect"|"Disorder"|"Malformation syndrome"|614844
2253|"Foveal hypoplasia-presenile cataract syndrome"|"Disorder"|"Disease"|136520
180188|"Isolated congenital breast hypoplasia/aplasia"|"Disorder"|"Morphological anomaly"|616001
180182|"Supernumerary breasts"|"Disorder"|"Morphological anomaly"|
180193|"Syndromic breast hypoplasia/aplasia"|"Group of disorders"|"Category"|
2300|"Multiple intestinal atresia"|"Disorder"|"Morphological anomaly"|243150
180226|"Embryonal carcinoma"|"Disorder"|"Disease"|
502|"Trichorhinophalangeal syndrome type 2"|"Disorder"|"Malformation syndrome"|150230
180229|"Polyembryoma"|"Disorder"|"Disease"|
2370|"Larsen-like osseous dysplasia-short stature syndrome"|"Disorder"|"Malformation syndrome"|608545
477|"KID syndrome"|"Disorder"|"Disease"|602540
180220|"Rare uterine adnexal tumor"|"Group of disorders"|"Category"|
2346|"Angioosteohypertrophic syndrome"|"Group of disorders"|"Clinical group"|608354
180247|"Vaginal carcinoma"|"Disorder"|"Disease"|
506|"Leigh syndrome"|"Group of disorders"|"Clinical group"|256000
180250|"Rare breast tumor"|"Group of disorders"|"Category"|
2430|"Congenital macroglossia"|"Disorder"|"Malformation syndrome"|153630
180253|"Rare benign breast tumor"|"Group of disorders"|"Category"|
2414|"Congenital pulmonary lymphangiectasia"|"Disorder"|"Disease"|265300
2373|"Congenital laryngomalacia"|"Disorder"|"Malformation syndrome"|150280
180234|"Mixed germ cell tumor"|"Disorder"|"Disease"|
180237|"Benign tumor of fallopian tubes"|"Disorder"|"Disease"|
2377|"Laurence-Moon syndrome"|"Disorder"|"Malformation syndrome"|245800
2374|"Congenital laryngeal web"|"Disorder"|"Malformation syndrome"|150360
180242|"Malignant tumor of fallopian tubes"|"Disorder"|"Disease"|
2466|"MASA syndrome"|"Subtype of disorder"|"Clinical subtype"|303350
180275|"Paget disease of the nipple"|"Disorder"|"Disease"|
560|"Marshall syndrome"|"Disorder"|"Malformation syndrome"|154780
587|"Muir-Torre syndrome"|"Disorder"|"Disease"|158320
570|"Moebius syndrome"|"Disorder"|"Disease"|157900
1505|"Short rib-polydactyly syndrome"|"Group of disorders"|"Clinical group"|
180257|"Rare malignant breast tumor"|"Group of disorders"|"Category"|
180261|"Phyllodes tumor of the breast"|"Disorder"|"Disease"|
180267|"Giant adenofibroma of the breast"|"Disorder"|"Disease"|
2444|"Congenital pulmonary airway malformation"|"Disorder"|"Malformation syndrome"|
612|"Potassium-aggravated myotonia"|"Group of disorders"|"Clinical group"|608390
179494|"Obesity due to leptin receptor gene deficiency"|"Subtype of disorder"|"Etiological subtype"|614963
716|"Phenylketonuria"|"Disorder"|"Disease"|261600
179490|"Obesity due to congenital leptin resistance"|"Subtype of disorder"|"Etiological subtype"|
180071|"Unilateral aplasia of the Müllerian ducts"|"Group of disorders"|"Clinical group"|
180068|"Partial bilateral aplasia of the Müllerian ducts"|"Group of disorders"|"Clinical group"|
180065|"Non-syndromic uterovaginal malformation"|"Group of disorders"|"Category"|
287|"Classical Ehlers-Danlos syndrome"|"Disorder"|"Disease"|130000
180062|"Uterovaginal malformation"|"Group of disorders"|"Category"|
180106|"Bicervical bicornuate uterus and blind hemivagina"|"Subtype of disorder"|"Clinical subtype"|
180086|"Didelphys uterus"|"Disorder"|"Morphological anomaly"|
180079|"Pseudounicornuate uterus"|"Disorder"|"Morphological anomaly"|
180074|"True unicornuate uterus"|"Disorder"|"Morphological anomaly"|
180122|"Septate uterus"|"Group of disorders"|"Clinical group"|
180114|"Unicervical bicornuate uterus"|"Disorder"|"Morphological anomaly"|
180111|"Bicervical bicornuate uterus with patent cervix and vagina"|"Subtype of disorder"|"Clinical subtype"|
180134|"Bicornuate uterus"|"Group of disorders"|"Clinical group"|
180139|"Uterine hypoplasia"|"Disorder"|"Morphological anomaly"|
180126|"Complete septate uterus"|"Disorder"|"Morphological anomaly"|
180129|"Partial septate uterus"|"Disorder"|"Morphological anomaly"|
180148|"Syndromic uterovaginal malformation"|"Group of disorders"|"Category"|
1020|"Early-onset autosomal dominant Alzheimer disease"|"Disorder"|"Disease"|611154
180151|"Rare vaginal malformation"|"Group of disorders"|"Category"|
63|"Alport syndrome"|"Disorder"|"Disease"|301050
54|"X-linked recessive ocular albinism"|"Disorder"|"Disease"|300500
180142|"Absence of uterine body"|"Disorder"|"Morphological anomaly"|
180145|"Uterine cervical aplasia and agenesis"|"Disorder"|"Morphological anomaly"|
180160|"Transverse vaginal septum"|"Subtype of disorder"|"Clinical subtype"|
154|"Familial isolated dilated cardiomyopathy"|"Disorder"|"Disease"|613642
180163|"Rare breast malformation"|"Group of disorders"|"Category"|
84|"Fanconi anemia"|"Disorder"|"Malformation syndrome"|616435
180154|"Septate vagina"|"Disorder"|"Morphological anomaly"|
70|"Proximal spinal muscular atrophy"|"Disorder"|"Disease"|271150
69|"Amyloidosis"|"Group of disorders"|"Category"|
