"OrphaCode"|"AverageAgeOfOnset"|"AverageAgeOfDeath"|"InheritanceTypes"
715|"Adolescent, Adult"|""|"Autosomal recessive, X-linked recessive"
178377|"Infancy, Neonatal"|""|"Autosomal dominant"
348|"All ages"|""|"Autosomal recessive"
178345|"Adolescent, Childhood"|""|"Autosomal dominant"
178355|"Childhood"|""|"Autosomal recessive"
178338|"Infancy"|""|"Autosomal recessive"
3137|"Adult, Childhood, Infancy"|""|"Autosomal recessive"
117|"Adolescent, Adult, Childhood"|""|"Multigenic/multifactorial"
732|"Adult, Elderly"|""|"Not applicable"
221|"All ages"|""|"Not applicable"
598|"Antenatal, Childhood, Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
204|"Adult, Elderly"|""|"Not applicable"
178517|"Adult"|""|"Not applicable"
178512|"Adult"|""|"Not applicable"
178509|"Adult"|""|"Autosomal dominant"
178506|""|""|"Autosomal recessive"
611|"Adult, Elderly"|""|"Not applicable"
178487|"Adult"|""|""
177926|""|""|"X-linked recessive"
581|"Childhood"|""|"Autosomal recessive"
177929|""|""|"X-linked recessive"
685|"All ages"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
666|"All ages"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
178029|"Childhood"|""|"Autosomal dominant, Autosomal recessive, X-linked dominant"
177901|""|""|"Autosomal dominant"
423|"All ages"|""|"Autosomal dominant"
177904|""|""|"Autosomal dominant"
418|""|""|"Autosomal recessive"
216|"All ages"|""|"Autosomal dominant, Autosomal recessive"
364|"Infancy, Neonatal"|""|"Autosomal recessive"
355|"All ages"|""|"Autosomal recessive"
388|"Childhood, Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive, Multigenic/multifactorial, Not applicable"
448|"Antenatal, Infancy, Neonatal"|""|"X-linked recessive"
304|"Adolescent, Childhood, Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
174590|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
354|"Childhood"|""|"Autosomal recessive"
178320|""|""|"Not applicable"
178333|"Infancy, Neonatal"|""|"X-linked recessive"
760|"Adolescent, Childhood, Infancy"|""|"Autosomal recessive"
270|"Adult, Elderly"|""|"Autosomal dominant, Autosomal recessive"
178303|"Infancy, Neonatal"|""|"Not applicable, Unknown"
244|"Neonatal"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
178307|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
589|"All ages"|""|"Multigenic/multifactorial, Not applicable"
805|"All ages"|""|"Autosomal dominant"
886|"Childhood, Infancy, Neonatal"|""|"Autosomal recessive"
3440|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
702|"All ages"|""|"X-linked dominant, X-linked recessive"
738|"All ages"|""|"Autosomal dominant, Autosomal recessive"
768|"Adolescent, Adult, Childhood"|""|"Autosomal dominant, Autosomal recessive"
791|"Adolescent, Adult, Childhood"|""|"Autosomal dominant, Autosomal recessive, Mitochondrial inheritance, X-linked recessive"
375|"Adolescent, Adult, Elderly"|""|"Not applicable"
183|"Adolescent, Adult, Elderly"|""|"Not applicable"
1164|"Childhood"|""|"Not applicable"
2406|"All ages"|""|"Not applicable"
509|"All ages"|""|"Not applicable"
761|"Childhood"|""|"Not applicable"
2131|"Infancy, Neonatal"|""|"Autosomal dominant, Not applicable"
713|"Adolescent, Adult, Childhood"|""|"X-linked recessive"
57|"Neonatal"|""|"Autosomal recessive"
249|"Adolescent, Adult, Childhood"|""|"Not applicable"
2334|"Childhood"|""|"Autosomal dominant"
755|"Neonatal"|""|""
187|"Adult, Neonatal"|""|"Autosomal recessive"
46|"Childhood, Infancy, Neonatal"|""|"Autosomal recessive"
442|"Antenatal, Neonatal"|""|"Autosomal recessive"
43|"Adolescent, Adult, Childhood, Elderly"|""|"X-linked dominant"
3166|"Infancy"|""|"Autosomal dominant"
2882|"All ages"|""|"Autosomal recessive"
810|"All ages"|""|"Not applicable"
3165|"Adult"|""|"Unknown"
2420|"Adult, Elderly"|""|"Not applicable"
727|"Adult, Childhood"|""|"Not applicable"
900|"Adolescent, Adult, Childhood, Elderly"|""|"Not applicable"
863|"All ages"|""|"Not applicable"
171695|"Adolescent, Adult"|""|"Autosomal recessive"
134|"Childhood, Infancy, Neonatal"|""|"Autosomal recessive"
171700|"Adult"|""|"Multigenic/multifactorial"
171703|"Antenatal, Neonatal"|""|"Autosomal recessive"
171706|""|""|"Autosomal recessive"
171709|"Adult"|""|"Autosomal recessive"
171719|"Infancy, Neonatal"|""|""
1163|"All ages"|""|"Not applicable"
171723|""|""|"Autosomal dominant"
3467|"All ages"|""|"Autosomal recessive"
171673|""|""|"Not applicable"
511|"Childhood, Infancy, Neonatal"|""|"Autosomal recessive"
171680|"Antenatal, Neonatal"|""|"Autosomal dominant, Not applicable"
32|"Neonatal"|""|"Autosomal recessive"
26|"All ages"|""|"Autosomal recessive, X-linked recessive"
171863|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
171871|"Infancy, Neonatal"|""|"Autosomal dominant"
322|"Antenatal, Neonatal"|""|"Multigenic/multifactorial"
171866|"Infancy, Neonatal"|""|"Autosomal recessive"
2368|"Antenatal"|""|"Not applicable"
171881|"Childhood, Infancy, Neonatal"|""|"Autosomal dominant"
2512|"Antenatal, Neonatal"|""|"Autosomal recessive"
171876|"Infancy, Neonatal"|""|"Autosomal recessive"
795|"All ages"|""|"Not applicable"
797|"Adolescent, Adult, Childhood, Elderly"|""|"Multigenic/multifactorial"
92|"Childhood"|""|""
171829|""|""|"Unknown"
1201|"Antenatal"|""|"Autosomal recessive, Not applicable, Unknown"
171844|"Adolescent, Childhood"|""|"Autosomal dominant"
171839|"Neonatal"|""|""
1202|"All ages"|""|"Autosomal dominant"
1199|"Neonatal"|""|"Not applicable"
171851|""|""|"Autosomal recessive"
171848|"Childhood"|""|"Autosomal recessive"
1304|"All ages"|""|"Not applicable"
173|"All ages"|""|"Not applicable"
3303|"Antenatal, Neonatal"|""|"Autosomal dominant, Multigenic/multifactorial"
200418|""|""|"Autosomal recessive"
730|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
486|"Infancy, Neonatal"|""|"Autosomal dominant"
1209|"Antenatal, Neonatal"|""|"Not applicable"
98|"Adolescent, Adult, Childhood, Infancy"|""|"Autosomal recessive"
1478|"Adolescent, Adult, Childhood, Elderly"|""|"Not applicable"
330|"All ages"|""|"Autosomal recessive"
1482|"All ages"|""|""
1959|"Adult, Childhood"|""|"Not applicable"
284|"Adult, Elderly"|""|"Not applicable"
1177|"Adolescent, Adult, Childhood"|""|"Autosomal recessive"
828|"Childhood, Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
1431|"Childhood"|""|"Autosomal dominant, Not applicable"
293|"Antenatal, Neonatal"|""|"Not applicable"
199340|"Adolescent, Childhood"|""|"Autosomal dominant"
199337|"Infancy, Neonatal"|""|"Autosomal recessive"
234|"Adolescent, Adult"|""|"Autosomal recessive"
199348|"Adolescent"|""|"Autosomal recessive"
3287|"Adolescent, Adult"|""|"Not applicable"
199343|"Infancy, Neonatal"|""|"Autosomal recessive"
2800|"Adult, Elderly"|""|""
199326|"Infancy, Neonatal"|""|"Autosomal dominant"
1928|"Adult, Childhood, Infancy, Neonatal"|""|"Not applicable"
199332|"Infancy, Neonatal"|""|"Autosomal recessive"
199329|"Infancy, Neonatal"|""|"Autosomal recessive"
2665|"Infancy, Neonatal"|""|""
3463|"Adolescent, Adult, Childhood"|""|"Autosomal recessive"
199642|"Antenatal, Neonatal"|""|""
549|"All ages"|""|"Not applicable"
704|"Adult, Childhood, Elderly"|""|"Not applicable"
199354|"Adolescent, Adult"|""|"Autosomal recessive"
199351|"Adolescent, Adult"|""|"Autosomal recessive"
356|"Adult"|""|"Autosomal dominant, Not applicable"
466|"Adult"|""|"Autosomal dominant"
199293|"Antenatal, Infancy, Neonatal"|""|""
3452|"No data available"|""|"Not applicable"
199282|"All ages"|""|"Not applicable"
199285|""|""|"Autosomal dominant"
2331|"Adolescent, Adult, Childhood, Infancy"|""|"Multigenic/multifactorial"
2102|"Infancy, Neonatal"|""|"Autosomal recessive"
3002|"All ages"|""|"Not applicable"
199267|"Childhood, Infancy, Neonatal"|""|""
199315|"Infancy, Neonatal"|""|"Autosomal dominant"
2040|"Childhood"|""|"Not applicable"
199318|"Childhood"|""|"Autosomal dominant, Not applicable"
199310|"Infancy, Neonatal"|""|"Not applicable, Unknown"
2357|"All ages"|""|"Unknown"
274|"All ages"|""|"Autosomal dominant, Autosomal recessive"
1195|"Childhood, Infancy"|""|"Autosomal recessive"
199302|"Infancy, Neonatal"|""|"Multigenic/multifactorial"
199306|"Infancy, Neonatal"|""|"Multigenic/multifactorial"
926|"All ages"|""|"Autosomal recessive"
3020|"All ages"|""|"Not applicable"
199296|"Neonatal"|""|"Autosomal recessive"
1531|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive, Not applicable, Unknown, X-linked recessive"
199299|"Adult"|""|"Not applicable"
1675|"All ages"|""|""
189427|"All ages"|""|"Autosomal dominant, Not applicable"
976|"Adolescent, Adult, Childhood, Elderly, Infancy"|""|"Autosomal recessive"
3129|"All ages"|""|"Autosomal recessive"
415|"Adolescent, Adult, Childhood, Infancy, Neonatal"|""|"Autosomal recessive"
13|"Infancy, Neonatal"|""|"Autosomal recessive"
2494|"Adolescent, Adult, Childhood"|""|"Autosomal dominant, Not applicable, Unknown"
171|"Adolescent, Adult, Childhood, Elderly"|""|"Multigenic/multifactorial"
199251|"Adult"|""|""
199247|""|""|"Semi-dominant"
199241|"All ages"|""|"Autosomal dominant, Autosomal recessive, Not applicable"
2134|"All ages"|""|"Autosomal dominant, Autosomal recessive, Not applicable"
189466|""|""|"Autosomal dominant, Autosomal recessive"
17|"Infancy, Neonatal"|""|"Autosomal recessive"
189439|"All ages"|""|"Autosomal dominant"
3006|"Antenatal, Infancy, Neonatal"|""|"Autosomal recessive"
780|"Childhood"|""|"Multigenic/multifactorial"
3111|"All ages"|""|"Autosomal recessive"
2382|"Childhood, Infancy"|""|"Autosomal dominant, Multigenic/multifactorial, Not applicable"
2806|"All ages"|""|"Not applicable"
2467|"All ages"|""|"Not applicable"
1934|"Neonatal"|""|"Autosomal dominant, Autosomal recessive, Not applicable, X-linked recessive"
845|"All ages"|""|"Autosomal recessive"
1942|"Childhood"|""|"Unknown"
1935|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
1943|"Childhood"|""|"Unknown"
3451|"Childhood, Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
3299|"All ages"|""|""
2302|"All ages"|""|""
770|"All ages"|""|"Not applicable"
3386|"All ages"|""|"Not applicable"
267|"Adolescent, Adult, Childhood"|""|"Autosomal recessive"
1329|"Infancy, Neonatal"|""|"Not applicable"
582|"Childhood, Infancy"|""|"Autosomal recessive"
2137|"Adolescent, Adult, Childhood, Elderly"|""|"Not applicable"
186|"Adolescent, Adult, Elderly"|""|"Multigenic/multifactorial, Unknown"
1136|"Childhood"|""|"Not applicable"
397|"Adult"|""|"Multigenic/multifactorial"
2932|"Adolescent, Adult, Childhood, Elderly"|""|"Not applicable"
2398|"Adolescent, Adult, Childhood, Elderly"|""|"Autosomal dominant, Autosomal recessive, Mitochondrial inheritance, Not applicable"
1656|"All ages"|""|"Not applicable"
3198|"Adult"|""|"Not applicable"
2929|"Adolescent, Adult, Childhood, Infancy"|""|"Autosomal dominant"
131|"All ages"|""|"Multigenic/multifactorial"
646|"All ages"|""|"Autosomal recessive"
654|"Childhood"|""|"Autosomal dominant, Not applicable"
1489|"All ages"|""|""
2764|"All ages"|""|"Not applicable"
2587|"All ages"|""|""
3389|"All ages"|""|"Not applicable"
1679|"All ages"|""|""
1267|"All ages"|""|"Not applicable"
2897|"All ages"|""|"Autosomal dominant, Not applicable"
2103|"All ages"|""|"Multigenic/multifactorial"
2070|"All ages"|""|"Not applicable"
2312|"Neonatal"|""|""
183707|"Infancy, Neonatal"|""|"Unknown"
2314|"Infancy, Neonatal"|""|"Autosomal dominant"
183678|"Neonatal"|""|"Autosomal recessive"
449|"Childhood, Infancy, Neonatal"|""|"Not applicable"
183675|"Childhood"|""|"Unknown"
2177|"Antenatal, Neonatal"|""|"Autosomal recessive, Unknown"
533|"All ages"|""|"Not applicable"
183713|"Childhood"|""|"Autosomal recessive"
2372|"All ages"|""|""
2380|"Childhood"|""|"Autosomal dominant, Multigenic/multifactorial"
683|"Adult, Elderly"|""|"Not applicable"
677|"Adult, Childhood"|""|"Not applicable"
183660|"Infancy, Neonatal"|""|"Autosomal recessive, X-linked recessive"
897|"Neonatal"|""|"Autosomal dominant, Autosomal recessive"
808|"Antenatal"|""|"Autosomal recessive"
844|"All ages"|""|"Autosomal dominant, Not applicable"
3027|"Antenatal, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
676|"Adolescent, Childhood"|""|"Autosomal dominant"
643|"Childhood, Infancy"|""|"Autosomal recessive"
634|"Infancy, Neonatal"|""|"Autosomal recessive"
140|"Antenatal, Neonatal"|""|"Autosomal dominant"
2828|"Adult"|""|"Autosomal recessive"
642|"Childhood, Infancy, Neonatal"|""|"Autosomal recessive"
627|"Neonatal"|""|"X-linked dominant"
638|"Infancy, Neonatal"|""|"Autosomal dominant"
326|"All ages"|""|"Autosomal recessive"
526|"Adolescent, Adult, Childhood, Infancy"|""|"Autosomal dominant"
650|"All ages"|""|"Autosomal recessive"
427|"Adolescent, Adult, Infancy, Neonatal"|""|"Autosomal recessive"
215|"Neonatal"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive"
342|"Adolescent, Adult, Childhood, Infancy"|""|"Autosomal dominant, Autosomal recessive"
180|"Adolescent, Adult, Childhood"|""|"X-linked recessive"
754|"Antenatal, Neonatal"|""|"X-linked recessive"
253|"All ages"|""|""
327|"All ages"|""|"Autosomal dominant, Autosomal recessive"
373|"Antenatal, Childhood, Infancy, Neonatal"|""|"X-linked recessive"
403|"Adolescent, Adult, Childhood"|""|"Autosomal dominant"
574|"Antenatal, Neonatal"|""|""
653|"Adolescent, Adult, Childhood, Infancy"|""|"Autosomal dominant"
146|"Adolescent, Adult, Childhood"|""|"Not applicable"
1331|"Adult"|""|"Not applicable"
157|"All ages"|""|"Autosomal recessive"
847|"Infancy, Neonatal"|""|"X-linked recessive"
1446|"Infancy, Neonatal"|""|""
2268|"Childhood"|""|"Autosomal recessive"
475|"Antenatal"|""|"Autosomal recessive"
392|"Neonatal"|""|"Autosomal dominant"
113|"Infancy, Neonatal"|""|"X-linked dominant"
86|"Adult, Elderly"|""|""
243|"Adolescent, Adult"|""|"Autosomal dominant, Autosomal recessive, Not applicable, X-linked recessive"
183422|"All ages"|""|"Autosomal dominant, Autosomal recessive"
136|"Adult"|""|"Autosomal dominant"
48|"Adolescent, Adult"|""|"Autosomal recessive, X-linked recessive"
528|"Neonatal"|""|"Autosomal recessive"
275|"Infancy, Neonatal"|""|"Autosomal recessive"
182090|"All ages"|""|"Autosomal dominant, Not applicable"
184|"Childhood"|""|"Autosomal dominant, Autosomal recessive, Not applicable"
1047|"All ages"|""|"Autosomal dominant, Autosomal recessive, Mitochondrial inheritance, Not applicable, X-linked dominant, X-linked recessive"
71|"Childhood, Infancy"|""|"Autosomal recessive"
1949|"Neonatal"|""|"Autosomal dominant"
189|"Childhood"|""|"Autosomal dominant"
1473|"Neonatal"|""|"Autosomal dominant"
1344|"Adult"|""|"Autosomal dominant, Not applicable"
182050|"Adolescent, Adult, Childhood, Infancy, Neonatal"|""|"Autosomal dominant"
3103|"Antenatal, Neonatal"|""|"Autosomal recessive"
709|"Neonatal"|""|"Autosomal recessive"
776|"Infancy, Neonatal"|""|"X-linked recessive"
902|"Adolescent, Adult"|""|"Autosomal recessive"
888|"Neonatal"|""|"Autosomal dominant, Not applicable"
871|"Adult"|""|"Autosomal dominant"
1597|"Neonatal"|""|"Not applicable, Unknown"
1587|"Infancy, Neonatal"|""|"Not applicable"
1621|"Antenatal, Neonatal"|""|""
1620|"Antenatal, Neonatal"|""|""
1643|"Neonatal"|""|""
1627|"Antenatal, Neonatal"|""|"Not applicable, Unknown"
1699|"Neonatal"|""|"Not applicable, Unknown"
1695|"Neonatal"|""|""
500|"Neonatal"|""|"Autosomal dominant"
507|"All ages"|""|"Not applicable"
548|"All ages"|""|"Multigenic/multifactorial"
233|"Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive, Not applicable"
657|"Childhood, Infancy, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
2495|"All ages"|""|"Not applicable"
569|"Childhood"|""|"Autosomal dominant"
2014|"Antenatal, Neonatal"|""|"Multigenic/multifactorial, Not applicable"
240|"Adolescent, Antenatal, Childhood, Infancy, Neonatal"|""|"Autosomal dominant"
2311|"Antenatal, Neonatal"|""|"Autosomal recessive"
358|"Childhood"|""|"Autosomal recessive"
242|"Adolescent, Adult"|""|"Autosomal dominant, Autosomal recessive, X-linked recessive, Y-linked"
2052|"Antenatal, Neonatal"|""|"Autosomal recessive"
1354|"Neonatal"|""|"Autosomal recessive"
1358|"Neonatal"|""|"Autosomal recessive"
557|"Antenatal, Neonatal"|""|""
111|"Childhood"|""|"X-linked recessive"
10|"Adolescent, Childhood, Infancy, Neonatal"|""|"Not applicable, Unknown"
1308|"Antenatal, Neonatal"|""|"Not applicable, Unknown"
150|"All ages"|""|"Multigenic/multifactorial, Not applicable"
133|"Adult"|""|"Not applicable"
1552|"All ages"|""|"Autosomal dominant, Not applicable"
1450|"Neonatal"|""|""
1581|"Antenatal, Neonatal"|""|""
1580|"Childhood"|""|"Not applicable, Unknown"
1437|"Neonatal"|""|""
172|"Adolescent, Childhood, Infancy, Neonatal"|""|"Autosomal recessive"
1447|"Infancy, Neonatal"|""|""
1444|"Adolescent, Adult, Childhood, Infancy"|""|"Unknown"
1438|"Antenatal, Neonatal"|""|"Not applicable, Unknown"
624|"Neonatal"|""|""
3306|"Neonatal"|""|"Not applicable, Unknown"
3375|"Childhood, Infancy"|""|"Not applicable"
3310|"Antenatal, Neonatal"|""|""
3000|"Childhood"|""|"Autosomal dominant"
3305|"Antenatal, Neonatal"|""|""
1708|"Antenatal, Neonatal"|""|""
1711|"Antenatal, Neonatal"|""|""
3376|"Antenatal, Neonatal"|""|"Not applicable, Unknown"
1692|"Neonatal"|""|""
1698|"Antenatal, Neonatal"|""|""
1706|"Antenatal, Neonatal"|""|""
916|"Antenatal, Neonatal"|""|"Autosomal dominant"
920|"Antenatal, Neonatal"|""|"Autosomal dominant"
1445|"Antenatal, Neonatal"|""|""
7|"Antenatal, Infancy, Neonatal"|""|"Autosomal recessive, X-linked recessive"
931|"Antenatal, Neonatal"|""|"Autosomal recessive"
929|"Neonatal"|""|"Autosomal recessive"
869|"All ages"|""|"Autosomal recessive"
2297|"Childhood"|""|"Autosomal dominant, Autosomal recessive"
922|"Neonatal"|""|""
921|"Antenatal"|""|"X-linked recessive"
27|"Childhood, Infancy, Neonatal"|""|"Autosomal recessive"
939|"Antenatal, Neonatal"|""|""
31|"Neonatal"|""|"Autosomal recessive"
935|"Infancy, Neonatal"|""|"Not applicable"
932|"Antenatal, Neonatal"|""|"Autosomal dominant, Autosomal recessive"
1795|"Neonatal"|""|""
37|"Infancy, Neonatal"|""|"Autosomal recessive"
950|"Antenatal, Neonatal"|""|"Autosomal dominant"
949|"Antenatal, Neonatal"|""|"Autosomal recessive"
945|"Antenatal, Neonatal"|""|"Not applicable"
957|"Antenatal, Neonatal"|""|"Autosomal dominant"
958|"Antenatal, Neonatal"|""|"Autosomal recessive"
955|"Childhood, Infancy"|""|"Autosomal dominant"
952|"Neonatal"|""|"Autosomal dominant"
1702|"Antenatal, Neonatal"|""|""
1703|"Antenatal, Neonatal"|""|""
1705|"Antenatal, Neonatal"|""|""
1713|"Childhood, Infancy, Neonatal"|""|"Not applicable"
1738|"Infancy, Neonatal"|""|""
1742|"Antenatal, Neonatal"|""|"Not applicable, Unknown"
1745|"Antenatal, Neonatal"|""|""
1752|"Neonatal"|""|"Unknown"
1762|"Antenatal, Neonatal"|""|""
1878|"Adolescent, Adult, Childhood"|""|"Autosomal recessive"
1876|"Childhood"|""|"Autosomal recessive"
1948|"Neonatal"|""|"Autosomal recessive"
1946|"Childhood, Infancy, Neonatal"|""|"Autosomal recessive"
1951|"Childhood"|""|"Autosomal recessive"
381|"Childhood, Infancy"|""|"Autosomal recessive"
2604|"All ages"|""|"Autosomal dominant"
156|"Infancy, Neonatal"|""|"Autosomal recessive"
2597|"Childhood"|""|"No data available"
2598|"Adolescent, Childhood, Infancy"|""|"Autosomal recessive"
1078|"Infancy, Neonatal"|""|"Autosomal dominant"
1077|"Adolescent, Adult, Childhood, Elderly"|""|""
1074|"Neonatal"|""|"Unknown"
1072|"Neonatal"|""|"Autosomal dominant"
1071|"Neonatal"|""|"Autosomal dominant"
1069|"Antenatal, Neonatal"|""|"Autosomal dominant"
1068|"Childhood"|""|"Autosomal dominant"
1067|"Childhood"|""|"Autosomal dominant"
1064|"Neonatal"|""|"Autosomal recessive"
