"OrphaCode"|"Gene_Symbol"|"Relationship_Type"|"Status"
201|"PIK3CA"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
201|"SDHB"|"Disease-causing germline mutation(s) in"|"Assessed"
201|"SDHD"|"Disease-causing germline mutation(s) in"|"Assessed"
201|"SDHC"|"Disease-causing germline mutation(s) in"|"Assessed"
201|"SEC23B"|"Disease-causing germline mutation(s) in"|"Assessed"
201|"AKT1"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
201|"KLLN"|"Disease-causing germline mutation(s) in"|"Assessed"
192|"RPS6KA3"|"Disease-causing germline mutation(s) in"|"Assessed"
169808|"F8"|"Disease-causing germline mutation(s) in"|"Assessed"
169802|"F8"|"Disease-causing germline mutation(s) in"|"Assessed"
169805|"F8"|"Disease-causing germline mutation(s) in"|"Assessed"
562|"GNAS"|"Disease-causing somatic mutation(s) in"|"Assessed"
565|"ATP7A"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
555|"HLA-DRB1"|"Major susceptibility factor in"|"Assessed"
555|"HLA-DQA1"|"Major susceptibility factor in"|"Not yet assessed"
555|"HLA-DQB1"|"Major susceptibility factor in"|"Not yet assessed"
474|"DYNC2LI1"|"Disease-causing germline mutation(s) in"|"Assessed"
474|"IFT80"|"Disease-causing germline mutation(s) in"|"Assessed"
474|"DYNC2H1"|"Disease-causing germline mutation(s) in"|"Assessed"
474|"TTC21B"|"Disease-causing germline mutation(s) in"|"Assessed"
474|"WDR19"|"Disease-causing germline mutation(s) in"|"Assessed"
474|"IFT140"|"Disease-causing germline mutation(s) in"|"Assessed"
474|"DYNC2I1"|"Disease-causing germline mutation(s) in"|"Assessed"
474|"IFT172"|"Disease-causing germline mutation(s) in"|"Assessed"
474|"DYNC2I2"|"Disease-causing germline mutation(s) in"|"Assessed"
474|"CEP120"|"Disease-causing germline mutation(s) in"|"Assessed"
540|"PRF1"|"Disease-causing germline mutation(s) in"|"Assessed"
540|"STX11"|"Disease-causing germline mutation(s) in"|"Assessed"
540|"UNC13D"|"Disease-causing germline mutation(s) in"|"Assessed"
540|"STXBP2"|"Disease-causing germline mutation(s) in"|"Assessed"
568|"BCOR"|"Disease-causing germline mutation(s) in"|"Assessed"
568|"NAA10"|"Disease-causing germline mutation(s) in"|"Assessed"
564|"TXNDC15"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
564|"TMEM107"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
564|"TCTN1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
564|"TMEM237"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
564|"RPGRIP1"|"Candidate gene tested in"|"Not yet assessed"
564|"CEP290"|"Disease-causing germline mutation(s) in"|"Assessed"
564|"TMEM67"|"Disease-causing germline mutation(s) in"|"Assessed"
564|"MKS1"|"Disease-causing germline mutation(s) in"|"Assessed"
564|"RPGRIP1L"|"Disease-causing germline mutation(s) in"|"Assessed"
564|"CC2D2A"|"Disease-causing germline mutation(s) in"|"Assessed"
564|"TMEM216"|"Disease-causing germline mutation(s) in"|"Assessed"
564|"TCTN3"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
564|"TCTN2"|"Disease-causing germline mutation(s) in"|"Assessed"
564|"B9D1"|"Disease-causing germline mutation(s) in"|"Assessed"
564|"B9D2"|"Disease-causing germline mutation(s) in"|"Assessed"
564|"TMEM231"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
564|"CSPP1"|"Disease-causing germline mutation(s) in"|"Assessed"
289|"DYNC2LI1"|"Disease-causing germline mutation(s) in"|"Assessed"
289|"GLI1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
289|"EVC"|"Disease-causing germline mutation(s) in"|"Assessed"
289|"EVC2"|"Disease-causing germline mutation(s) in"|"Assessed"
289|"PRKACA"|"Disease-causing germline mutation(s) in"|"Assessed"
289|"PRKACB"|"Disease-causing germline mutation(s) in"|"Assessed"
258|"LAMA2"|"Disease-causing germline mutation(s) in"|"Assessed"
1646|"AZF1"|"Role in the phenotype of"|"Assessed"
1646|"USP9Y"|"Role in the phenotype of"|"Assessed"
1646|"DAZ1"|"Candidate gene tested in"|"Not yet assessed"
1646|"DAZ2"|"Candidate gene tested in"|"Not yet assessed"
1646|"DAZ3"|"Candidate gene tested in"|"Not yet assessed"
1646|"DAZ4"|"Candidate gene tested in"|"Not yet assessed"
1646|"DDX3Y"|"Candidate gene tested in"|"Not yet assessed"
1646|"RBMY1A1"|"Candidate gene tested in"|"Not yet assessed"
1646|"TSPY1"|"Modifying germline mutation in"|"Assessed"
169464|"CD59"|"Disease-causing germline mutation(s) in"|"Assessed"
87|"FGFR2"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
169615|"KISS1R"|"Candidate gene tested in"|"Not yet assessed"
169615|"MKRN3"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
169615|"DLK1"|"Role in the phenotype of"|"Assessed"
97|"CACNA1A"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
169467|"CFD"|"Disease-causing germline mutation(s) in"|"Assessed"
313|"SULT2B1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
313|"ASPRV1"|"Disease-causing germline mutation(s) in"|"Assessed"
313|"SDR9C7"|"Disease-causing germline mutation(s) in"|"Assessed"
313|"ABCA12"|"Disease-causing germline mutation(s) in"|"Assessed"
313|"ALOX12B"|"Disease-causing germline mutation(s) in"|"Assessed"
313|"ALOXE3"|"Disease-causing germline mutation(s) in"|"Assessed"
313|"TGM1"|"Disease-causing germline mutation(s) in"|"Assessed"
313|"CYP4F22"|"Disease-causing germline mutation(s) in"|"Assessed"
313|"NIPAL4"|"Disease-causing germline mutation(s) in"|"Assessed"
313|"LIPN"|"Disease-causing germline mutation(s) in"|"Assessed"
169799|"F9"|"Disease-causing germline mutation(s) in"|"Assessed"
169796|"F9"|"Disease-causing germline mutation(s) in"|"Assessed"
169793|"F9"|"Disease-causing germline mutation(s) in"|"Assessed"
406|"STAP1"|"Candidate gene tested in"|"Not yet assessed"
406|"APOB"|"Disease-causing germline mutation(s) in"|"Assessed"
406|"APOE"|"Disease-causing germline mutation(s) in"|"Assessed"
406|"LDLR"|"Disease-causing germline mutation(s) in"|"Assessed"
406|"PCSK9"|"Disease-causing germline mutation(s) in"|"Assessed"
406|"LIPA"|"Candidate gene tested in"|"Not yet assessed"
1000|"AP3D1"|"Candidate gene tested in"|"Not yet assessed"
171430|"ACTA1"|"Disease-causing germline mutation(s) in"|"Assessed"
171430|"NEB"|"Disease-causing germline mutation(s) in"|"Assessed"
171430|"KLHL40"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
171430|"KLHL41"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
171430|"LMOD3"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
171433|"TPM3"|"Disease-causing germline mutation(s) in"|"Assessed"
171433|"ACTA1"|"Disease-causing germline mutation(s) in"|"Assessed"
171433|"NEB"|"Disease-causing germline mutation(s) in"|"Assessed"
171433|"KLHL41"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
171436|"ACTA1"|"Disease-causing germline mutation(s) in"|"Assessed"
171436|"CFL2"|"Disease-causing germline mutation(s) in"|"Assessed"
171436|"TPM2"|"Disease-causing germline mutation(s) in"|"Assessed"
171436|"NEB"|"Disease-causing germline mutation(s) in"|"Assessed"
171436|"KLHL41"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
171436|"LMOD3"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
171439|"TPM2"|"Disease-causing germline mutation(s) in"|"Assessed"
171439|"MYPN"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
171439|"ACTA1"|"Disease-causing germline mutation(s) in"|"Assessed"
171439|"TPM3"|"Disease-causing germline mutation(s) in"|"Assessed"
171439|"NEB"|"Disease-causing germline mutation(s) in"|"Assessed"
171439|"KBTBD13"|"Disease-causing germline mutation(s) in"|"Assessed"
171439|"KLHL41"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
171445|"FLNC"|"Disease-causing germline mutation(s) in"|"Assessed"
171607|"SPG34"|"Disease-causing germline mutation(s) in"|"Assessed"
2771|"PLOD2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2771|"FKBP10"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
106|"RAB39B"|"Candidate gene tested in"|"Not yet assessed"
106|"EN2"|"Candidate gene tested in"|"Not yet assessed"
106|"SHANK3"|"Candidate gene tested in"|"Not yet assessed"
106|"NLGN3"|"Candidate gene tested in"|"Not yet assessed"
106|"NLGN4X"|"Candidate gene tested in"|"Not yet assessed"
106|"MECP2"|"Major susceptibility factor in"|"Not yet assessed"
106|"MET"|"Major susceptibility factor in"|"Not yet assessed"
106|"CNTNAP2"|"Major susceptibility factor in"|"Assessed"
106|"AUTS2"|"Major susceptibility factor in"|"Not yet assessed"
106|"GABRB3"|"Major susceptibility factor in"|"Not yet assessed"
106|"NRXN1"|"Major susceptibility factor in"|"Not yet assessed"
106|"EIF4E"|"Major susceptibility factor in"|"Not yet assessed"
106|"SLC9A9"|"Major susceptibility factor in"|"Not yet assessed"
106|"CHD8"|"Major susceptibility factor in"|"Not yet assessed"
106|"SHANK2"|"Major susceptibility factor in"|"Assessed"
106|"PTCHD1"|"Candidate gene tested in"|"Not yet assessed"
171612|"SPG37"|"Disease-causing germline mutation(s) in"|"Assessed"
171612|"KPNA3"|"Disease-causing germline mutation(s) in"|"Assessed"
171617|"SPG38"|"Disease-causing germline mutation(s) in"|"Assessed"
1349|"MT-TK"|"Disease-causing germline mutation(s) in"|"Assessed"
171622|"SPG32"|"Disease-causing germline mutation(s) in"|"Assessed"
171629|"FA2H"|"Disease-causing germline mutation(s) in"|"Assessed"
357|"UGT1A1"|"Disease-causing germline mutation(s) in"|"Assessed"
861|"POLR1B"|"Disease-causing germline mutation(s) in"|"Assessed"
861|"TCOF1"|"Disease-causing germline mutation(s) in"|"Assessed"
861|"POLR1D"|"Disease-causing germline mutation(s) in"|"Assessed"
861|"POLR1C"|"Disease-causing germline mutation(s) in"|"Assessed"
308|"CSTB"|"Disease-causing germline mutation(s) in"|"Assessed"
308|"SCARB2"|"Disease-causing germline mutation(s) in"|"Assessed"
308|"PRICKLE1"|"Disease-causing germline mutation(s) in"|"Assessed"
199|"SMC1A"|"Disease-causing germline mutation(s) in"|"Assessed"
199|"NIPBL"|"Disease-causing germline mutation(s) in"|"Assessed"
199|"SMC3"|"Disease-causing germline mutation(s) in"|"Assessed"
199|"HDAC8"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
199|"RAD21"|"Disease-causing germline mutation(s) in"|"Assessed"
199|"BRD4"|"Disease-causing germline mutation(s) in"|"Assessed"
930|"CRLF1"|"Disease-causing germline mutation(s) in"|"Assessed"
930|"HLA-DQA1"|"Major susceptibility factor in"|"Assessed"
930|"HLA-DQB1"|"Major susceptibility factor in"|"Assessed"
930|"NOS1"|"Disease-causing germline mutation(s) in"|"Assessed"
1727|"TBX1"|"Role in the phenotype of"|"Assessed"
169079|"NHEJ1"|"Disease-causing germline mutation(s) in"|"Assessed"
169100|"IL2RA"|"Disease-causing germline mutation(s) in"|"Assessed"
169095|"FOXN1"|"Disease-causing germline mutation(s) in"|"Assessed"
169082|"CD3G"|"Disease-causing germline mutation(s) in"|"Assessed"
169085|"CD8A"|"Disease-causing germline mutation(s) in"|"Assessed"
168829|"BRCA1"|"Major susceptibility factor in"|"Assessed"
753|"SRD5A2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
868|"TPI1"|"Disease-causing germline mutation(s) in"|"Assessed"
218|"ATP2A2"|"Disease-causing germline mutation(s) in"|"Assessed"
168796|"LMNA"|"Disease-causing germline mutation(s) in"|"Assessed"
1465|"ARID2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
1465|"SMARCB1"|"Disease-causing germline mutation(s) in"|"Assessed"
1465|"SMARCA4"|"Disease-causing germline mutation(s) in"|"Assessed"
1465|"ARID1B"|"Disease-causing germline mutation(s) in"|"Assessed"
1465|"ARID1A"|"Disease-causing germline mutation(s) in"|"Assessed"
1465|"SMARCE1"|"Disease-causing germline mutation(s) in"|"Assessed"
1465|"SOX11"|"Disease-causing germline mutation(s) in"|"Assessed"
1465|"SOX4"|"Disease-causing germline mutation(s) in"|"Assessed"
1465|"DPF2"|"Disease-causing germline mutation(s) in"|"Assessed"
1465|"SMARCD1"|"Disease-causing germline mutation(s) in"|"Assessed"
1465|"SMARCC2"|"Disease-causing germline mutation(s) in"|"Assessed"
168953|"FGFR1"|"Part of a fusion gene in"|"Assessed"
168950|"PDGFRB"|"Part of a fusion gene in"|"Assessed"
168947|"PDGFRA"|"Part of a fusion gene in"|"Assessed"
168940|"FIP1L1"|"Part of a fusion gene in"|"Assessed"
168940|"PDGFRA"|"Part of a fusion gene in"|"Assessed"
2609|"TMEM126B"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2609|"NDUFAF8"|"Disease-causing germline mutation(s) in"|"Assessed"
2609|"TIMMDC1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
2609|"NDUFB11"|"Candidate gene tested in"|"Not yet assessed"
2609|"NDUFA6"|"Disease-causing germline mutation(s) in"|"Assessed"
2609|"MT-ND1"|"Disease-causing germline mutation(s) in"|"Assessed"
2609|"MT-ND2"|"Disease-causing germline mutation(s) in"|"Assessed"
2609|"MT-ND3"|"Disease-causing germline mutation(s) in"|"Assessed"
2609|"NDUFAF2"|"Disease-causing germline mutation(s) in"|"Assessed"
2609|"NDUFS1"|"Disease-causing germline mutation(s) in"|"Assessed"
2609|"NDUFS2"|"Disease-causing germline mutation(s) in"|"Assessed"
2609|"NDUFS3"|"Disease-causing germline mutation(s) in"|"Assessed"
2609|"NDUFS4"|"Disease-causing germline mutation(s) in"|"Assessed"
2609|"NDUFS6"|"Disease-causing germline mutation(s) in"|"Assessed"
2609|"NDUFS7"|"Disease-causing germline mutation(s) in"|"Assessed"
2609|"NDUFS8"|"Disease-causing germline mutation(s) in"|"Assessed"
2609|"NDUFV1"|"Disease-causing germline mutation(s) in"|"Assessed"
2609|"NDUFV2"|"Disease-causing germline mutation(s) in"|"Assessed"
2609|"NDUFA1"|"Disease-causing germline mutation(s) in"|"Assessed"
2609|"NDUFAF4"|"Disease-causing germline mutation(s) in"|"Assessed"
2609|"NDUFAF5"|"Disease-causing germline mutation(s) in"|"Assessed"
2609|"NDUFA11"|"Disease-causing germline mutation(s) in"|"Assessed"
2609|"NDUFAF3"|"Disease-causing germline mutation(s) in"|"Assessed"
2609|"NUBPL"|"Disease-causing germline mutation(s) in"|"Assessed"
2609|"FOXRED1"|"Disease-causing germline mutation(s) in"|"Assessed"
2609|"NDUFAF1"|"Disease-causing germline mutation(s) in"|"Assessed"
2609|"NDUFB9"|"Disease-causing germline mutation(s) in"|"Assessed"
2609|"NDUFB3"|"Disease-causing germline mutation(s) in"|"Assessed"
2609|"NDUFB10"|"Disease-causing germline mutation(s) in"|"Assessed"
626|"MC1R"|"Modifying germline mutation in"|"Assessed"
626|"NRAS"|"Disease-causing somatic mutation(s) in"|"Assessed"
773|"PHYH"|"Disease-causing germline mutation(s) in"|"Assessed"
773|"PEX7"|"Disease-causing germline mutation(s) in"|"Assessed"
169154|"IL7R"|"Disease-causing germline mutation(s) in"|"Assessed"
169150|"C5"|"Disease-causing germline mutation(s) in"|"Assessed"
169150|"C6"|"Disease-causing germline mutation(s) in"|"Assessed"
169150|"C7"|"Disease-causing germline mutation(s) in"|"Assessed"
169150|"C8A"|"Disease-causing germline mutation(s) in"|"Assessed"
169150|"C8B"|"Disease-causing germline mutation(s) in"|"Assessed"
169150|"C8G"|"Disease-causing germline mutation(s) in"|"Assessed"
169150|"C9"|"Disease-causing germline mutation(s) in"|"Assessed"
169160|"CD3D"|"Disease-causing germline mutation(s) in"|"Assessed"
169160|"CD3E"|"Disease-causing germline mutation(s) in"|"Assessed"
169160|"CD247"|"Disease-causing germline mutation(s) in"|"Assessed"
169157|"PTPRC"|"Disease-causing germline mutation(s) in"|"Assessed"
1947|"CLN8"|"Disease-causing germline mutation(s) in"|"Assessed"
169147|"C2"|"Disease-causing germline mutation(s) in"|"Assessed"
169147|"C4A"|"Disease-causing germline mutation(s) in"|"Assessed"
169147|"C4B"|"Disease-causing germline mutation(s) in"|"Assessed"
169147|"C1QA"|"Disease-causing germline mutation(s) in"|"Assessed"
169147|"C1QB"|"Disease-causing germline mutation(s) in"|"Assessed"
169147|"C1QC"|"Disease-causing germline mutation(s) in"|"Assessed"
169147|"C1S"|"Disease-causing germline mutation(s) in"|"Assessed"
169147|"C1R"|"Disease-causing germline mutation(s) in"|"Assessed"
169142|"CEBPE"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
169142|"SMARCD2"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
596|"MTM1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
610|"COL6A1"|"Disease-causing germline mutation(s) in"|"Assessed"
610|"COL6A2"|"Disease-causing germline mutation(s) in"|"Assessed"
610|"COL6A3"|"Disease-causing germline mutation(s) in"|"Assessed"
610|"COL12A1"|"Disease-causing germline mutation(s) (gain of function) in"|"Assessed"
169186|"TTN"|"Disease-causing germline mutation(s) in"|"Assessed"
169186|"SPEG"|"Disease-causing germline mutation(s) in"|"Assessed"
169186|"RYR1"|"Disease-causing germline mutation(s) in"|"Assessed"
169186|"BIN1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
464|"IKBKG"|"Disease-causing germline mutation(s) in"|"Assessed"
169189|"RYR1"|"Candidate gene tested in"|"Not yet assessed"
169189|"DNM2"|"Disease-causing germline mutation(s) in"|"Assessed"
169189|"MYF6"|"Candidate gene tested in"|"Not yet assessed"
169189|"BIN1"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
169189|"MTMR14"|"Candidate gene tested in"|"Not yet assessed"
44|"PEX2"|"Disease-causing germline mutation(s) in"|"Assessed"
44|"PEX1"|"Disease-causing germline mutation(s) in"|"Assessed"
44|"PEX10"|"Disease-causing germline mutation(s) in"|"Assessed"
44|"PEX12"|"Disease-causing germline mutation(s) in"|"Assessed"
44|"PEX13"|"Disease-causing germline mutation(s) in"|"Assessed"
44|"PEX14"|"Disease-causing germline mutation(s) in"|"Assessed"
44|"PEX16"|"Disease-causing germline mutation(s) in"|"Assessed"
44|"PEX19"|"Disease-causing germline mutation(s) in"|"Assessed"
44|"PEX26"|"Disease-causing germline mutation(s) in"|"Assessed"
44|"PEX3"|"Disease-causing germline mutation(s) in"|"Assessed"
44|"PEX5"|"Disease-causing germline mutation(s) in"|"Assessed"
44|"PEX6"|"Disease-causing germline mutation(s) in"|"Assessed"
44|"PEX11B"|"Disease-causing germline mutation(s) in"|"Assessed"
56|"HGD"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
963|"AIP"|"Major susceptibility factor in"|"Assessed"
963|"GPR101"|"Major susceptibility factor in"|"Assessed"
1059|"TEK"|"Disease-causing somatic mutation(s) in"|"Assessed"
22|"ALDH5A1"|"Disease-causing germline mutation(s) in"|"Assessed"
29|"MVK"|"Disease-causing germline mutation(s) in"|"Assessed"
245|"SF3B4"|"Disease-causing germline mutation(s) in"|"Assessed"
30|"UMPS"|"Disease-causing germline mutation(s) (loss of function) in"|"Assessed"
36|"GLI3"|"Disease-causing germline mutation(s) in"|"Assessed"
